id,Attr47,Attr57,Attr23,Attr43,Attr29,Attr41,Attr34,Attr55,Attr32,Attr45,Attr58,Attr52,Attr61,Attr44,Attr59,Attr5,Attr12,Attr60,Attr15,Attr28,Attr53,Attr64,Attr1,Attr2,Attr3,Attr6,Attr9,Attr11,Attr22,Attr24,Attr25,Attr35,Attr36,Attr38,Attr48,Attr51,Attr8,Attr16,Attr50,Attr4,Attr33,Attr40,Attr46,Attr13,Attr19,Attr62,class
1734,21.297,0.059962,0.022396,111.24,4.2557,0.04131,9.0758,8160.5,32.717,0.39265,0.97349,0.089637,4.0366,90.424,0.0,62.947,0.30655,17.532,458.52,1.2411,2.1267,5.694,0.046541,0.22383,0.45295,0.0,2.0781,0.058254,0.058254,0.11389,0.15141,0.046647,2.0781,0.77617,-0.064102,0.18209,3.4677,0.79603,2.8371,3.4875,11.156,0.0093,2.8365,0.085741,0.026862,31.983,0
1735,14.848,0.43188,0.076151,33.564,4.2977,0.058078,5.6404,1246.4,35.995,2.0296,0.92466,0.098618,18.37,19.869,0.3874,-8.4287,0.83718,26.652,646.52,0.093789,0.77488,4.3947,0.22407,0.48118,0.062797,0.0,2.9425,0.23452,0.22858,0.39655,0.22407,0.22843,2.9425,0.71981,0.181,0.26765,1.0782,0.56456,0.68675,1.2346,10.14,0.2237,0.82214,0.092322,0.076151,33.201,0
1736,14.18,0.11102,0.01617,80.58,3.855,0.20809,4.2514,186.73,80.639,0.43059,0.98011,0.22093,5.4581,66.873,0.08511,-10.992,0.093667,26.629,2530.2,0.064954,0.9727,6.6786,0.04335,0.60955,0.026073,-0.10689,2.6809,0.063673,0.063339,0.097366,-0.063338,0.089444,2.6809,0.42368,0.029034,0.57252,0.64056,0.14426,0.98202,1.0455,4.5264,0.011786,0.86969,0.032799,0.020003,77.948,0
1737,23.903,0.38038,0.08638,94.638,5.336,0.091699,2.5842,51635.0,63.118,1.4961,0.89439,0.17293,4.9617,73.564,0.75592,32.03,0.6984,17.32,1042.1,0.48266,0.80974,3.5658,0.15201,0.60039,0.2382,0.074225,1.7597,0.20808,0.19534,0.31585,0.31658,0.20826,1.7597,0.70169,0.17244,0.26829,0.6656,0.35024,0.84361,1.8878,5.7828,0.18718,1.5091,0.11949,0.10648,55.648,0
1738,31.0,0.12637,0.008977,65.441,3.8573,0.26881,2.2373,-170.7,74.478,0.10929,0.9874,0.20405,10.292,35.463,3.2825,-36.979,0.064079,12.176,5044.1,-0.037538,0.22347,3.1459,0.017837,0.85885,-0.02371,0.0,1.987,0.070063,0.069476,0.033025,0.023085,0.065504,1.987,0.60447,0.032453,0.39209,0.16435,0.072362,0.42892,0.93953,4.9008,0.030917,0.5233,0.031277,0.012644,72.023,0
1739,75.951,0.71274,0.089875,91.039,3.9042,0.10518,1.9865,940.22,120.52,0.62469,0.69497,0.33018,9.474,38.526,0.94981,-55.416,0.39368,6.9507,634.65,0.29214,0.6627,5.2554,0.18954,0.73406,0.11724,0.0,2.109,0.19382,0.0,0.18954,0.2597,0.01311,2.109,0.51853,-0.23263,0.48147,0.36229,0.57512,0.8156,1.2435,3.0286,0.15094,0.61329,0.20018,0.089875,83.327,0
1740,41.216,-1.0688,-0.069661,78.269,3.9023,31.396,2.9949,-431.4,88.428,-0.57568,1.0644,0.24227,10.703,34.102,1.5065,-52.98,-0.25997,8.2641,-5503.7,-0.1227,0.35001,5.37,-0.16469,0.84591,-0.05402,0.0,2.3642,-0.089179,-0.10256,-0.12797,0.11715,-0.16926,2.3642,0.38623,-0.20603,0.61377,0.18216,-0.066318,0.66171,0.91199,4.1277,0.085999,0.44589,-0.023729,-0.067492,94.759,0
1741,111.04,0.070683,0.035479,200.5,3.7522,0.10258,3.5943,2147.8,101.55,0.1227,0.95679,0.27822,3.8438,94.957,0.0,-0.24348,0.16432,3.4585,1166.3,1.382,2.382,4.7456,0.046293,0.34506,0.37999,0.42688,1.3048,0.06526,0.060841,0.17069,0.6461,0.064603,1.3048,0.65494,0.009556,0.34506,1.8981,0.31295,2.1012,2.1012,3.5943,0.024049,1.0078,0.082759,0.043455,96.522,0
1742,13.602,0.01199,0.001389,57.53,3.0475,0.10109,6.6972,161.33,45.277,0.037487,0.99715,0.12405,8.2946,44.005,0.21687,-0.48455,0.023101,26.987,1154.0,0.36774,1.1036,9.5261,0.005204,0.55623,0.14462,-0.036169,3.7464,0.018178,0.018158,0.010675,0.17405,0.021159,3.7464,0.52815,-0.1471,0.4621,0.78029,0.31629,1.0908,1.313,8.0615,0.035144,1.0126,0.04696,0.002849,45.021,0
1743,51.075,0.15871,0.021985,93.636,4.6392,0.11483,0.22298,18603.0,52.972,0.16413,0.95723,0.14513,8.1572,44.746,0.15105,-2.999,0.20972,7.4657,1486.2,3.8448,4.1491,29.952,0.073119,0.53163,0.42692,0.14497,1.0447,0.096898,0.11854,0.19003,0.46072,0.11854,3.3467,0.53031,0.084874,0.46204,0.86661,0.2456,1.6721,1.924,6.8905,0.077356,0.95981,0.039257,0.029134,50.706,0
1745,8.9873,0.2866,0.03621,38.368,3.9907,0.12381,3.8361,1458.9,84.091,1.5524,0.95444,0.23039,12.226,29.854,0.22713,9.6264,0.21374,42.872,1388.9,0.55965,1.271,10.06,0.097003,0.66154,0.14903,0.0,2.6789,0.13247,0.12923,0.12497,0.31394,0.14115,2.6789,0.41533,0.08035,0.58467,0.51162,0.26279,1.1091,1.2549,4.3405,0.77326,1.148,0.064894,0.046648,79.66,0
1746,38.66,-0.27182,-0.039809,130.21,4.6544,1.4323,-0.060986,884.7,120.3,-0.35905,1.0468,0.32958,4.0673,89.739,3.2656,-34.702,-0.11336,9.0195,10018.0,0.031355,0.24111,1.6463,-0.040979,0.84744,0.019605,0.080898,0.95533,-0.040258,-0.051682,0.083721,0.15076,-0.051682,1.0975,0.64308,-0.12282,0.35512,0.1779,0.036434,0.44219,1.0552,3.0342,0.021154,0.73383,0.029994,-0.039109,125.92,0
1748,88.661,0.14413,0.094036,130.37,3.9706,0.025142,5.38,3683.8,50.515,0.4419,0.88425,0.1384,6.9266,52.696,0.061826,40.609,0.97321,4.6993,298.42,0.86244,1.7508,2.6835,0.11534,0.19973,0.3942,0.0,1.2266,0.16525,0.16524,0.25682,0.73398,0.15203,1.2266,0.84975,0.065675,0.14871,4.0068,1.2231,2.7183,3.6508,7.2256,0.70486,1.8956,0.19917,0.11799,44.254,0
1749,56.618,0.12975,0.04422,100.92,4.0526,0.027446,0.76171,4959.5,31.679,0.30608,0.93137,0.086791,7.574,48.191,0.0,24.945,0.70161,6.9218,320.81,1.1282,1.8531,5.4374,0.093639,0.17117,0.43938,0.23634,1.0737,0.1201,0.13039,0.30496,0.72167,0.13039,2.1304,0.72167,0.055729,0.17117,4.216,1.1378,3.5669,3.5669,11.522,0.14632,1.7796,0.091971,0.056715,29.505,0
1751,4.9524,0.39657,0.088203,54.484,3.6493,0.017179,12.427,1620.5,29.032,7.3001,0.89215,0.07954,7.2892,50.074,0.0,39.556,1.5506,82.765,189.8,0.91806,1.9109,8.5918,0.29993,0.24368,0.36336,0.0,3.4005,0.38702,0.37768,0.63874,0.74085,0.37234,3.4005,0.75632,0.28254,0.24086,3.1038,1.9231,2.4796,2.5086,12.572,0.40113,2.338,0.13781,0.10983,25.853,0
1752,1.9411,0.86324,0.23358,45.728,3.9528,0.053115,1.985,-359.91,93.395,56.487,0.19888,0.25588,8.2544,44.219,0.71239,-15.574,1.174,241.83,556.22,-0.054245,0.5523,2.0411,0.35268,0.59145,-0.040127,0.011275,1.5099,0.39767,0.33573,0.35268,0.36396,0.33588,1.5099,0.6996,0.30029,0.3004,0.69077,0.65622,0.44006,0.86642,3.9081,0.23672,0.84564,0.25705,0.23358,72.619,0
1753,63.391,0.43136,0.060745,144.7,3.5979,0.17241,1.7028,-749.62,211.83,0.37377,0.94011,0.58035,4.2748,85.385,0.0,-120.98,0.11186,6.1532,2263.5,-0.46995,0.50668,3.598,0.087987,0.79602,-0.18919,0.0,1.4485,0.11382,0.11353,0.12658,0.20246,0.093041,1.4485,0.20398,0.07316,0.78662,0.25625,0.16125,0.75051,0.75949,1.7231,0.029469,0.46023,0.088617,0.060745,198.22,0
1754,85.269,4.7e-05,0.000111,159.81,4.4105,1.4023,1.3365,-1922.2,252.42,0.00046,0.99852,0.69155,5.0704,71.987,0.024725,-172.22,0.002167,4.1558,7888.1,-0.08831,0.88953,0.3797,3.6e-05,0.24753,-0.074702,0.0,0.32119,0.002891,-0.005074,0.009905,0.65259,-0.009641,0.32119,0.77107,-0.016032,0.22879,3.0399,0.046272,0.62248,0.67349,1.446,0.058794,0.33567,0.035661,0.001544,259.99,0
1755,3.0718,0.36535,0.068077,33.93,3.431,0.027109,12.448,752.66,22.765,8.8513,0.91485,0.06237,11.728,31.123,0.075874,23.579,1.4982,130.02,299.03,0.55624,1.4302,7.6758,0.26209,0.28264,0.27899,0.0,3.8499,0.33503,0.33131,0.55511,0.62469,0.33151,3.8499,0.77179,0.31507,0.21944,2.5381,1.2206,1.7635,2.2713,16.033,0.64047,2.1364,0.089611,0.085395,20.805,0
1756,17.989,0.24662,0.085322,114.74,4.3022,0.041143,0.72829,13509.0,56.479,1.9326,0.89578,0.15474,3.7008,98.627,0.0,119.35,0.7779,22.651,430.08,12.708,12.871,37.205,0.16827,0.27336,0.67363,0.32337,1.1163,0.21265,0.19909,0.40603,0.68228,0.19909,1.9941,0.68228,0.17974,0.27336,2.4959,0.84869,3.4643,3.4643,6.4625,1.1964,3.1458,0.11764,0.10783,50.593,0
1757,43.472,0.5079,0.058938,107.0,4.6174,0.091479,0.22536,1850.1,110.61,0.52947,0.93464,0.30305,5.4997,66.368,0.079001,-38.674,0.20809,8.9834,1087.6,0.16392,1.0274,8.854,0.14212,0.70511,0.044643,0.33109,1.0699,0.14212,0.15891,0.33109,0.27983,0.15891,2.4435,0.30193,0.064401,0.68301,0.39685,0.33559,1.032,1.0654,3.2998,0.030394,0.67235,0.09813,0.058938,103.38,0
1758,72.013,0.42013,0.19035,109.14,3.332,0.009762,13.22,1600.3,27.61,1.1943,0.81078,0.075643,7.1613,50.969,0.0,69.707,3.1151,6.2743,108.02,5.4748,6.4748,14.29,0.3702,0.11884,0.74507,0.0,1.9448,0.37658,0.37444,0.3702,0.83221,0.37373,1.9448,0.88116,0.34308,0.11884,7.4147,3.379,7.2696,7.2696,13.22,2.3761,4.6613,0.20648,0.19035,22.304,0
1759,22.802,0.26853,0.020792,169.51,3.7743,6.0154,1.5271,-769.18,214.78,0.34068,1.1666,0.58844,2.4791,147.23,0.047893,-58.222,0.036167,16.385,9594.6,-0.39465,0.32943,4.2548,0.028992,0.89204,-0.12934,0.0,1.3944,0.16548,0.0,0.099952,0.071813,0.002704,1.3944,0.11314,-0.004943,0.80161,0.12103,0.038042,0.75364,0.83865,1.6994,0.030821,0.73249,0.024337,0.020792,209.83,0
1760,67.548,0.15071,0.076338,126.73,4.8161,0.092559,0.28035,5686.6,127.9,0.45148,0.91365,0.35042,5.6142,65.014,0.057312,-56.538,0.295,5.9142,1057.0,0.16112,1.0982,2.1681,0.08921,0.40807,0.086844,0.29883,1.0945,0.11037,0.1144,0.37053,0.59193,0.1144,1.186,0.62585,0.083859,0.37415,1.4505,0.34532,1.1297,1.2321,2.8537,0.14765,0.70399,0.12058,0.094447,116.86,0
1761,10.435,0.19743,0.012894,79.742,3.4991,0.30815,3.7284,-64.0,92.332,0.45556,0.98597,0.25296,5.2585,69.411,0.23114,-17.971,0.056509,35.33,3789.1,-0.076923,0.7488,11.465,0.038973,0.8026,-0.020279,0.0,3.0225,0.052281,0.052281,0.042776,0.16572,0.030101,3.0225,0.24303,0.017744,0.75697,0.24595,0.096328,0.91788,0.97321,3.9531,0.10088,0.86019,0.025579,0.014152,91.413,0
1762,12.554,0.42813,0.011377,73.739,3.7893,0.39133,4.4496,37.903,74.579,0.33574,0.98867,0.20433,5.9475,61.37,0.75687,-11.878,0.056514,29.511,5095.2,0.033812,0.58844,22.144,0.045875,0.89285,0.006157,0.0,4.0323,0.059334,0.057966,0.1039,0.045875,0.059503,4.0323,0.18825,0.039881,0.81175,0.12001,0.071636,0.91606,1.0076,4.8942,0.004042,0.83926,0.015862,0.011377,73.478,0
1763,12.737,0.2699,0.05063,75.046,3.6878,0.071201,5.6412,621.41,64.702,1.537,0.93809,0.17727,5.7916,63.022,0.0,3.9618,0.37523,30.357,697.24,0.31802,1.318,7.0262,0.14265,0.47147,0.12753,0.084403,2.8175,0.19076,0.15082,0.28323,0.50801,0.15784,2.8175,0.52853,0.080925,0.47147,1.121,0.52349,1.2705,1.2705,5.6412,0.041788,1.0736,0.087599,0.06279,61.077,0
1764,60.216,0.18806,0.081133,114.82,4.602,0.040989,0.60299,15729.0,46.436,0.53905,0.91232,0.12722,6.0949,59.886,0.032831,21.77,0.69944,6.644,443.79,0.98301,1.92,4.4504,0.14446,0.23188,0.39327,0.39375,1.0961,0.14454,0.13982,0.39437,0.76812,0.13982,1.8038,0.79334,0.093657,0.20666,3.3126,0.82245,2.5873,2.903,7.8602,0.19269,1.6063,0.10711,0.081183,42.365,0
1765,43.872,0.015564,0.00548,66.312,3.5856,1.5555,3.6312,466.9,67.06,0.061779,0.74336,0.18373,10.756,33.935,0.0,-20.911,0.040417,11.273,7542.4,0.19106,0.9991,2.8376,0.009868,0.36598,0.12125,0.0,1.8007,0.015296,0.0,-0.006466,0.19775,0.062091,1.8007,0.63402,-0.007843,0.24416,1.7324,0.048393,0.99844,1.4966,5.4429,0.15667,0.84237,0.009835,0.00548,49.489,0
1766,25.719,0.44801,0.096624,67.963,4.3332,2.1609,4.7745,5977.7,58.77,1.5321,0.89909,0.16101,8.1212,44.944,0.12599,18.039,0.6705,15.857,687.54,0.76049,1.4659,6.7967,0.23969,0.465,0.27756,0.26182,2.4806,0.24589,0.0,0.50151,0.53495,0.000764,2.4806,0.6024,-0.007173,0.35747,1.1505,0.53088,1.3656,1.7764,6.2107,0.48435,1.3388,0.099516,0.096624,52.599,0
1767,90.446,0.93977,0.12759,102.72,3.5122,0.040249,4.388,1248.7,83.182,0.6101,0.84365,0.2279,13.833,26.387,0.0,-38.696,0.81391,4.7817,438.87,12.866,13.866,102.13,0.38888,0.5862,0.38396,0.0,3.0478,0.47854,0.47506,0.47711,0.39843,0.47557,3.0478,0.4138,0.46465,0.5862,0.7059,0.83168,1.655,1.655,4.388,0.19179,0.56766,0.15996,0.15654,70.202,0
1768,76.423,0.10496,0.038034,50.597,3.9079,0.049439,2.3173,190.02,110.43,0.3643,0.51199,0.30255,29.225,12.489,0.17751,-97.186,0.25211,9.5782,428.92,0.032842,0.87714,2.4206,0.065854,0.37258,0.023492,0.0,1.7315,0.082036,0.0,0.15635,0.30795,0.006274,1.7315,0.73879,-0.25121,0.26121,1.684,0.85098,0.76414,1.0899,3.3052,0.17108,0.39789,0.18312,0.038034,55.065,0
1769,51.751,0.61794,0.14966,107.87,4.6054,0.025223,1.2356,16946.0,61.129,1.3444,0.78515,0.16748,5.4283,67.24,0.11763,26.539,1.4365,8.983,292.35,1.6506,2.3495,9.7009,0.36978,0.39528,0.42041,0.89808,1.2736,0.46671,0.48843,1.1257,0.5984,0.48843,2.4838,0.6688,0.46163,0.32489,1.5139,1.2485,1.8855,2.294,5.971,0.04644,1.4474,0.19974,0.18889,47.995,0
1770,79.414,0.49242,0.04384,139.64,3.5837,0.17141,2.8608,566.23,127.59,0.21431,0.94706,0.34955,5.6177,64.973,0.0,-58.163,0.16409,4.8885,1925.5,2.2551,3.2551,36.561,0.10496,0.78685,0.14767,0.0,2.3942,0.16585,0.13297,0.072897,0.20011,0.14317,2.3942,0.21315,0.11293,0.78685,0.2709,0.18956,1.1877,1.1877,2.8608,0.023607,0.56524,0.0623,0.053927,119.96,0
1772,36.404,0.093211,0.03528,110.86,3.753,0.086734,4.4972,1111.0,74.974,0.3668,0.9622,0.20541,4.8181,75.756,0.005084,7.018,0.19342,10.397,1056.5,0.41769,1.359,3.5906,0.059501,0.36165,0.1962,-0.42359,1.6866,0.080506,0.07866,0.13555,-0.086488,0.060113,1.6866,0.64159,0.018332,0.33408,1.7651,0.34549,1.4663,1.5873,4.8684,0.053928,1.1017,0.074084,0.038314,72.302,0
1773,66.953,0.17395,0.10989,132.06,5.1368,0.04034,0.74956,74218.0,70.726,0.6852,0.87432,0.19377,4.9644,73.524,0.001319,112.71,0.79786,6.2353,424.72,2.1635,3.0995,4.9064,0.13497,0.2091,0.54159,0.33748,1.1438,0.16602,0.15674,0.42396,0.77591,0.15674,1.272,0.77693,0.14305,0.20808,3.7107,0.8594,3.5851,3.6028,5.1608,1.4671,2.6561,0.14631,0.13517,61.837,0
1774,37.441,-0.027147,-0.052349,120.21,5.2396,0.058271,5.0638,13125.0,63.741,-0.48886,1.0516,0.17463,4.4993,81.124,0.00218,17.316,-0.28716,9.3385,778.17,0.090105,1.0768,0.55839,-0.024525,0.09658,0.075597,-0.068501,0.46849,-0.014336,-0.014578,-0.076987,-0.075747,-0.020574,0.46849,0.90539,-0.084404,0.085406,9.3541,0.46905,1.667,1.8851,5.7263,0.078568,1.2977,0.096695,-0.052349,66.54,0
1775,77.927,0.14207,0.099621,165.27,4.1594,0.009102,23.763,9020.0,10.775,0.52046,0.88066,0.029521,3.8257,95.407,0.012557,108.94,4.6267,5.2244,99.816,1.8419,2.797,3.989,0.13482,0.05106,0.62491,-0.18761,1.3533,0.16648,0.166,0.3594,0.94395,0.14002,1.3533,0.96086,0.145,0.035818,18.585,3.6567,12.94,18.447,33.874,1.3385,11.215,0.13796,0.12245,9.6603,0
1776,92.837,0.31196,0.19909,115.58,3.7051,0.072971,1.4039,157.85,160.84,0.98394,0.80373,0.44066,8.7468,41.73,0.32483,-83.183,0.56794,4.9423,799.69,0.045914,0.78134,1.2243,0.16524,0.47031,0.031126,0.14624,0.83,0.1718,0.16542,0.16524,0.31148,0.16973,0.83,0.70175,0.116,0.29095,1.1263,0.45643,0.68482,1.107,2.2693,0.20363,0.52978,0.25863,0.19909,127.95,0
1777,29.569,0.12489,0.04797,59.919,4.2493,0.10095,0.08199,176.72,63.93,0.6055,0.97794,0.17515,11.773,31.002,0.33895,-29.353,0.28006,12.622,906.15,0.012881,0.63044,1.6413,0.060845,0.38239,0.009954,0.2002,1.0226,0.060845,0.031353,0.2002,0.48719,0.031353,1.3299,0.65233,-0.061831,0.21726,1.2741,0.4028,0.59419,1.0458,5.7093,0.08742,0.5833,0.12144,0.04797,62.52,0
1778,45.963,0.067338,0.031827,95.59,4.2019,0.048448,0.25831,4949.9,47.263,0.25888,0.9763,0.12949,7.197,50.716,0.040896,31.016,0.29791,8.1339,537.8,0.60918,1.3085,2.7685,0.044975,0.20596,0.31094,0.14246,1.0243,0.05322,0.053201,0.14837,0.6679,0.053201,1.5558,0.69522,-0.03336,0.17864,3.2429,0.67869,2.3771,2.7406,7.7227,0.66895,1.7681,0.098918,0.037662,46.143,0
1779,132.65,0.091282,0.0643,172.44,5.2826,0.75742,2.0755,41285.0,157.96,0.24193,0.73955,0.43277,4.8389,75.43,0.0,-53.746,0.20316,3.7625,1648.2,0.44393,1.374,1.9506,0.060846,0.33343,0.21537,0.0,0.94629,0.063008,0.001683,0.11015,0.18664,0.035357,0.94629,0.66657,-0.011309,0.29949,1.9992,0.22145,1.5441,1.7191,2.3107,0.22638,0.87935,0.078028,0.0643,115.52,0
1780,49.552,0.37355,0.18891,112.68,4.3456,0.041865,0.58498,4172.2,154.79,1.3887,1.002,0.42409,5.791,63.028,0.024188,18.468,0.58596,7.3513,474.1,0.49148,1.3318,2.6334,0.19056,0.44101,0.18827,0.24474,0.99801,0.25118,0.25798,0.34388,0.51015,0.25798,1.2925,0.52249,0.16964,0.42867,1.1568,0.76988,1.3989,1.4392,2.358,0.71271,1.1191,0.33657,0.249,155.1,0
1781,34.771,0.1656,0.16264,79.367,5.4339,0.010919,1.8544,117860.0,36.315,2.0153,0.84715,0.099494,7.313,49.911,0.0,186.9,1.9538,12.391,117.35,0.88805,1.8438,1.8774,0.14921,0.077328,0.43398,0.37362,1.1804,0.15108,0.1434,0.37745,0.90105,0.1434,0.93318,0.90105,0.053957,0.077328,11.652,3.1104,6.6122,6.6122,10.051,4.0324,5.6547,0.26216,0.16467,30.764,0
1782,25.702,0.14457,0.025388,63.691,4.803,0.52059,0.016228,-13381.0,114.19,0.36521,0.98719,0.31284,9.5256,38.318,0.36632,-72.223,0.102,14.385,2779.0,-0.30558,0.43007,2.449,0.042858,0.62993,-0.21063,0.14362,1.013,0.053178,0.010222,0.17809,0.29645,0.010222,1.7485,0.40504,-0.019337,0.52134,0.4706,0.13134,0.49324,0.59598,3.1965,0.030958,0.37089,0.049012,0.031501,112.72,0
1783,64.671,-0.4676,-0.073332,179.86,4.7705,-2.0545,-0.053444,8723.9,104.48,-0.37592,1.101,0.28624,3.3593,108.65,10.996,21.321,-0.21054,5.1263,74324.0,0.20824,0.099055,0.63161,-0.032913,0.91541,0.14797,-0.082454,0.90828,-0.029779,-0.048923,-0.081655,0.070387,-0.048923,0.49429,0.84435,-0.083197,0.14144,0.076891,0.004911,0.31616,2.0462,3.4936,0.48258,1.4272,0.010016,-0.06635,115.03,0
1784,6.5307,0.17623,0.017014,173.57,4.092,3.1246,2.3847,2190.7,150.77,0.95124,0.98103,0.41306,2.1851,167.04,0.0,16.122,0.047056,55.908,7500.7,8.0172,8.4664,87.694,0.03299,0.81281,0.17726,-0.092584,1.9389,0.043312,0.006793,0.037675,0.02132,0.00063,1.9389,0.18719,0.004914,0.80063,0.23031,0.048662,1.2031,1.2214,2.421,0.069769,1.1781,0.020399,0.019431,150.72,0
1785,29.666,-0.062015,-0.015013,75.718,4.1075,0.12303,3.4232,286.99,87.038,-0.18402,1.0108,0.23846,7.9451,45.94,0.15381,-29.348,-0.046264,12.257,1695.0,0.042236,0.85255,3.5216,-0.028045,0.54776,0.022404,0.0,1.868,0.009921,0.009768,-0.11479,0.25645,-0.007079,1.868,0.5218,-0.12887,0.44714,0.82561,0.21534,0.85721,1.0501,4.1936,0.18344,0.70927,0.063144,-0.011074,87.368,0
1786,68.522,0.18062,0.078923,139.8,5.0771,0.10628,0.18366,3916.3,159.15,0.47297,0.88886,0.43601,4.6264,78.895,0.37003,-58.848,0.25668,5.9928,1189.7,0.053517,0.65208,1.4924,0.072175,0.50228,0.032795,0.20123,1.125,0.090973,0.09225,0.25381,0.39959,0.09225,0.92886,0.54745,0.029125,0.35442,0.79555,0.3068,0.77091,1.0925,2.2935,0.10424,0.66197,0.16851,0.099479,141.46,0
1787,35.49,0.2371,0.04594,76.586,4.4712,0.10325,3.1166,1403.8,83.606,0.50774,0.9411,0.22906,8.3792,43.56,0.36766,-27.778,0.27785,11.052,1251.1,0.091294,0.75738,3.9089,0.093312,0.60644,0.047439,0.0,2.0311,0.13941,0.13915,0.18876,0.37429,0.14107,2.0311,0.53825,0.082525,0.43293,0.64895,0.29174,0.79211,1.1096,4.3657,0.12517,0.68508,0.087105,0.059224,77.799,0
1788,75.503,0.19784,0.05906,120.91,4.5507,0.13773,2.1696,3847.1,124.13,0.31773,0.94126,0.34009,6.878,53.068,0.29661,-45.517,0.19451,5.3798,1895.1,0.23382,0.90479,3.0309,0.082869,0.58113,0.10825,0.0,1.4031,0.12136,0.11213,0.083408,0.33888,0.14228,1.4031,0.54311,0.083616,0.42881,0.72079,0.1926,0.92416,1.2524,2.9404,0.16846,0.64421,0.079768,0.059445,111.55,0
1789,62.715,0.022532,0.009889,148.07,4.9037,0.16203,0.058325,-3122.8,169.13,0.058513,0.98356,0.46337,4.2254,86.382,0.39941,-88.05,0.035885,5.9172,2140.8,-0.062956,0.65301,1.4879,0.00911,0.58133,-0.038978,0.046709,1.0167,0.015066,0.033906,0.05803,0.4043,0.033906,0.94832,0.56578,-0.050145,0.41985,0.69546,0.1705,0.65517,0.90716,2.1581,0.017078,0.53635,0.10759,0.016355,166.35,0
1790,59.699,-0.006147,-0.001427,116.37,4.1542,0.19241,0.029171,-665.31,138.58,-0.008795,0.99217,0.37968,6.3882,57.137,0.24993,-78.942,0.000949,6.1622,2561.1,-0.092494,0.66285,2.8549,-0.002055,0.62589,-0.046644,0.04317,1.0079,0.000515,0.018258,0.059119,0.33427,0.018258,1.4591,0.41782,-0.070429,0.54235,0.53407,0.14252,0.79199,0.914,2.6338,0.067658,0.48321,0.061957,0.000357,137.5,0
1791,48.913,-0.11031,-0.018875,102.32,4.1399,0.63552,-0.024136,894.16,97.134,-0.13957,1.0092,0.26612,6.8919,52.96,0.72111,-41.533,-0.07561,7.3943,15170.0,0.14022,0.65239,3.8126,-0.033253,0.69051,0.064792,0.072495,0.9909,-0.035773,-0.016666,0.099369,0.30146,-0.016666,1.783,0.51884,-0.069054,0.47313,0.43657,0.024061,0.77902,1.1369,3.7577,0.093106,0.63338,0.009431,-0.020306,98.025,0
1792,46.176,0.23068,0.10228,128.33,4.5052,0.047231,0.69608,11362.0,55.786,0.90622,0.89216,0.15284,4.1889,87.136,0.113,48.557,0.91847,8.8601,543.43,0.8093,1.53,3.4506,0.15481,0.28222,0.35498,0.40707,1.1209,0.18956,0.19645,0.50114,0.67112,0.19645,1.5632,0.74696,0.19645,0.20638,2.378,0.67166,1.9891,2.72,6.5429,0.14151,1.8923,0.12524,0.12524,49.77,0
1793,78.384,0.21092,0.13723,153.88,5.2811,0.29223,1.9546,57375.0,64.296,0.91313,0.70528,0.17615,3.686,99.023,0.2029,82.564,1.1132,6.6538,733.89,0.52018,1.1171,1.7169,0.13605,0.35496,0.30036,0.0,0.9914,0.14378,0.0,0.24585,0.51416,0.008393,0.9914,0.77591,-0.04049,0.12222,1.8172,0.49735,1.1905,3.4576,5.6769,0.037812,2.2385,0.17807,0.13723,44.996,0
1794,26.269,-0.13942,-0.030672,156.68,4.2465,0.23325,1.1315,552.42,183.04,-0.44262,1.0354,0.50147,2.7781,131.38,1.6312,-45.632,-0.074289,14.431,4578.5,0.060481,0.39669,1.8031,-0.028639,0.79458,0.031319,0.011611,0.93373,0.017381,0.016715,0.076055,0.13115,0.034691,0.93373,0.5405,-0.080123,0.45084,0.25853,0.079721,0.60682,1.0695,1.9941,0.18045,0.92595,0.06784,-0.03587,176.24,0
1795,29.253,0.10098,0.019448,90.646,4.992,0.14289,0.10416,-5315.8,106.61,0.25137,0.96538,0.29208,5.8488,62.406,0.39085,-43.029,0.10344,12.925,1758.5,-0.097344,0.61152,3.1752,0.034346,0.63089,-0.054141,0.095207,1.0359,0.051507,0.065713,0.12279,0.34011,0.065713,1.7835,0.47305,-0.013735,0.49796,0.5391,0.20757,0.70348,0.89127,3.4237,0.010525,0.61688,0.074153,0.029166,102.92,0
1796,22.153,0.33263,0.040818,82.684,3.6282,0.10014,5.2727,892.82,66.25,0.7103,0.94703,0.18151,5.9148,61.709,0.054134,-0.15597,0.31203,17.402,1014.0,0.94955,1.8342,14.947,0.13503,0.59405,0.21016,0.0,3.3081,0.18406,0.16131,0.24838,0.22423,0.17589,3.3081,0.42792,0.12487,0.56852,0.68336,0.35996,1.3108,1.3697,5.5094,0.051502,1.0353,0.064639,0.053623,62.727,0
1797,10.747,0.0,0.0,28.1,3.8611,0.16321,4.6977,431.3,26.322,0.0,0.98186,0.072114,21.471,16.999,1.1358,-9.8752,0.26038,32.881,2310.4,0.085985,0.37947,4.8596,0.0,0.73792,0.059384,0.0,3.3561,0.099248,0.099224,0.074081,0.26208,-0.1104,3.3561,0.55975,0.047736,0.24999,0.35515,0.15798,0.41925,1.2375,13.867,0.20399,0.82925,0.034736,0.019395,27.188,0
